cement,slag,ash,water,superplasticizer,coarse_agg,fine_agg,age,output
190.68,0.0,-125.4,-162.14,7.77,-1090.0,804.01,3,1
190.68,0.0,-125.4,-162.14,7.77,-1090.0,804.01,14,1
190.68,0.0,-125.4,-162.14,7.77,-1090.0,804.01,28,2
190.68,0.0,-125.4,-162.14,7.77,-1090.0,804.01,56,2
190.68,0.0,-125.4,-162.14,7.77,-1090.0,804.01,100,2
212.07,0.0,-121.62,-180.31,5.69,-1057.6,779.32,3,1
212.07,0.0,-121.62,-180.31,5.69,-1057.6,779.32,14,1
212.07,0.0,-121.62,-180.31,5.69,-1057.6,779.32,28,1
212.07,0.0,-121.62,-180.31,5.69,-1057.6,779.32,56,2
212.07,0.0,-121.62,-180.31,5.69,-1057.6,779.32,100,2
229.97,0.0,-118.31,-195.47,4.63,-1029.4,758.59,3,1
229.97,0.0,-118.31,-195.47,4.63,-1029.4,758.59,14,1
229.97,0.0,-118.31,-195.47,4.63,-1029.4,758.59,28,1
229.97,0.0,-118.31,-195.47,4.63,-1029.4,758.59,56,2
229.97,0.0,-118.31,-195.47,4.63,-1029.4,758.59,100,2
190.34,0.0,-125.18,-161.85,9.88,-1088.1,802.59,3,1
190.34,0.0,-125.18,-161.85,9.88,-1088.1,802.59,14,1
190.34,0.0,-125.18,-161.85,9.88,-1088.1,802.59,28,2
190.34,0.0,-125.18,-161.85,9.88,-1088.1,802.59,56,2
190.34,0.0,-125.18,-161.85,9.88,-1088.1,802.59,100,2
166.09,0.0,-163.27,-176.46,4.49,-1058.6,780.09,3,1
166.09,0.0,-163.27,-176.46,4.49,-1058.6,780.09,14,2
166.09,0.0,-163.27,-176.46,4.49,-1058.6,780.09,28,1
166.09,0.0,-163.27,-176.46,4.49,-1058.6,780.09,56,2
166.09,0.0,-163.27,-176.46,4.49,-1058.6,780.09,100,2
167.95,42.08,-163.83,-121.75,5.72,-1058.7,780.11,3,1
167.95,42.08,-163.83,-121.75,5.72,-1058.7,780.11,14,1
167.95,42.08,-163.83,-121.75,5.72,-1058.7,780.11,28,1
167.95,42.08,-163.83,-121.75,5.72,-1058.7,780.11,56,2
167.95,42.08,-163.83,-121.75,5.72,-1058.7,780.11,100,2
213.72,98.05,-24.51,-181.71,6.86,-1065.8,785.38,3,1
213.72,98.05,-24.51,-181.71,6.86,-1065.8,785.38,14,2
213.72,98.05,-24.51,-181.71,6.86,-1065.8,785.38,28,2
213.72,98.05,-24.51,-181.71,6.86,-1065.8,785.38,56,2
213.72,98.05,-24.51,-181.71,6.86,-1065.8,785.38,100,2
213.76,98.06,-24.52,-181.74,6.65,-1066.0,785.52,3,1
213.76,98.06,-24.52,-181.74,6.65,-1066.0,785.52,14,1
213.76,98.06,-24.52,-181.74,6.65,-1066.0,785.52,28,2
213.76,98.06,-24.52,-181.74,6.65,-1066.0,785.52,56,2
213.76,98.06,-24.52,-181.74,6.65,-1066.0,785.52,100,2
229.68,0.0,-118.16,-195.23,6.13,-1028.1,757.63,3,1
229.68,0.0,-118.16,-195.23,6.13,-1028.1,757.63,14,1
229.68,0.0,-118.16,-195.23,6.13,-1028.1,757.63,28,1
229.68,0.0,-118.16,-195.23,6.13,-1028.1,757.63,56,2
229.68,0.0,-118.16,-195.23,6.13,-1028.1,757.63,100,2
238.05,0.0,-94.11,-186.66,7.0,-949.91,847.01,3,1
238.05,0.0,-94.11,-186.66,7.0,-949.91,847.01,14,2
238.05,0.0,-94.11,-186.66,7.0,-949.91,847.01,28,2
238.05,0.0,-94.11,-186.66,7.0,-949.91,847.01,56,2
238.05,0.0,-94.11,-186.66,7.0,-949.91,847.01,100,2
250.0,0.0,-95.69,-187.42,5.53,-956.86,861.17,3,1
250.0,0.0,-95.69,-187.42,5.53,-956.86,861.17,14,1
250.0,0.0,-95.69,-187.42,5.53,-956.86,861.17,28,2
250.0,0.0,-95.69,-187.42,5.53,-956.86,861.17,56,2
250.0,0.0,-95.69,-187.42,5.53,-956.86,861.17,100,2
212.52,0.0,-100.37,-159.32,8.71,-1007.8,903.59,3,1
212.52,0.0,-100.37,-159.32,8.71,-1007.8,903.59,14,2
212.52,0.0,-100.37,-159.32,8.71,-1007.8,903.59,28,2
212.52,0.0,-100.37,-159.32,8.71,-1007.8,903.59,56,2
212.52,0.0,-100.37,-159.32,8.71,-1007.8,903.59,100,2
212.57,0.0,-100.39,-159.35,10.37,-1003.8,903.79,3,1
212.57,0.0,-100.39,-159.35,10.37,-1003.8,903.79,14,2
212.57,0.0,-100.39,-159.35,10.37,-1003.8,903.79,28,2
212.57,0.0,-100.39,-159.35,10.37,-1003.8,903.79,56,2
212.57,0.0,-100.39,-159.35,10.37,-1003.8,903.79,100,2
212.0,0.0,-124.78,-159.0,7.84,-1085.4,799.54,3,1
212.0,0.0,-124.78,-159.0,7.84,-1085.4,799.54,14,2
212.0,0.0,-124.78,-159.0,7.84,-1085.4,799.54,28,2
212.0,0.0,-124.78,-159.0,7.84,-1085.4,799.54,56,2
212.0,0.0,-124.78,-159.0,7.84,-1085.4,799.54,100,2
231.75,0.0,-121.62,-173.96,6.72,-1056.4,778.45,3,1
231.75,0.0,-121.62,-173.96,6.72,-1056.4,778.45,14,2
231.75,0.0,-121.62,-173.96,6.72,-1056.4,778.45,28,2
231.75,0.0,-121.62,-173.96,6.72,-1056.4,778.45,56,2
231.75,0.0,-121.62,-173.96,6.72,-1056.4,778.45,100,2
251.37,0.0,-118.27,-188.45,5.75,-1028.4,757.73,3,1
251.37,0.0,-118.27,-188.45,5.75,-1028.4,757.73,14,2
251.37,0.0,-118.27,-188.45,5.75,-1028.4,757.73,28,2
251.37,0.0,-118.27,-188.45,5.75,-1028.4,757.73,56,2
251.37,0.0,-118.27,-188.45,5.75,-1028.4,757.73,100,2
251.37,0.0,-118.27,-188.45,6.35,-1028.4,757.73,3,1
251.37,0.0,-118.27,-188.45,6.35,-1028.4,757.73,14,1
251.37,0.0,-118.27,-188.45,6.35,-1028.4,757.73,28,2
251.37,0.0,-118.27,-188.45,6.35,-1028.4,757.73,56,2
251.37,0.0,-118.27,-188.45,6.35,-1028.4,757.73,100,2
181.38,0.0,-167.01,-169.59,7.56,-1055.6,777.8,3,1
181.38,0.0,-167.01,-169.59,7.56,-1055.6,777.8,14,1
181.38,0.0,-167.01,-169.59,7.56,-1055.6,777.8,28,2
181.38,0.0,-167.01,-169.59,7.56,-1055.6,777.8,56,2
181.38,0.0,-167.01,-169.59,7.56,-1055.6,777.8,100,2
182.04,45.21,-121.97,-170.21,8.19,-1059.4,780.65,3,1
182.04,45.21,-121.97,-170.21,8.19,-1059.4,780.65,14,1
182.04,45.21,-121.97,-170.21,8.19,-1059.4,780.65,28,2
182.04,45.21,-121.97,-170.21,8.19,-1059.4,780.65,56,2
182.04,45.21,-121.97,-170.21,8.19,-1059.4,780.65,100,2
168.88,42.22,-124.25,-158.33,10.83,-1080.8,796.15,3,1
168.88,42.22,-124.25,-158.33,10.83,-1080.8,796.15,14,1
168.88,42.22,-124.25,-158.33,10.83,-1080.8,796.15,28,2
168.88,42.22,-124.25,-158.33,10.83,-1080.8,796.15,56,2
168.88,42.22,-124.25,-158.33,10.83,-1080.8,796.15,100,2
290.35,0.0,-96.18,-168.08,9.41,-961.18,865.0,3,1
290.35,0.0,-96.18,-168.08,9.41,-961.18,865.0,14,2
290.35,0.0,-96.18,-168.08,9.41,-961.18,865.0,28,2
290.35,0.0,-96.18,-168.08,9.41,-961.18,865.0,56,2
290.35,0.0,-96.18,-168.08,9.41,-961.18,865.0,100,2
277.05,0.0,-97.39,-160.6,11.83,-973.9,875.61,3,1
277.05,0.0,-97.39,-160.6,11.83,-973.9,875.61,14,2
277.05,0.0,-97.39,-160.6,11.83,-973.9,875.61,28,2
277.05,0.0,-97.39,-160.6,11.83,-973.9,875.61,56,2
277.05,0.0,-97.39,-160.6,11.83,-973.9,875.61,100,2
295.71,0.0,-95.64,-171.54,8.87,-955.14,859.2,3,1
295.71,0.0,-95.64,-171.54,8.87,-955.14,859.2,14,2
295.71,0.0,-95.64,-171.54,8.87,-955.14,859.2,28,2
295.71,0.0,-95.64,-171.54,8.87,-955.14,859.2,56,2
295.71,0.0,-95.64,-171.54,8.87,-955.14,859.2,100,2
251.81,0.0,-99.94,-146.14,12.35,-1006.0,899.76,3,1
251.81,0.0,-99.94,-146.14,12.35,-1006.0,899.76,14,2
251.81,0.0,-99.94,-146.14,12.35,-1006.0,899.76,28,2
251.81,0.0,-99.94,-146.14,12.35,-1006.0,899.76,56,2
251.81,0.0,-99.94,-146.14,12.35,-1006.0,899.76,100,2
249.1,0.0,-98.75,-158.11,12.8,-987.76,889.01,3,1
249.1,0.0,-98.75,-158.11,12.8,-987.76,889.01,14,2
249.1,0.0,-98.75,-158.11,12.8,-987.76,889.01,28,2
249.1,0.0,-98.75,-158.11,12.8,-987.76,889.01,56,2
249.1,0.0,-98.75,-158.11,12.8,-987.76,889.01,100,2
252.31,0.0,-98.75,-146.25,14.17,-987.76,889.01,3,1
252.31,0.0,-98.75,-146.25,14.17,-987.76,889.01,14,2
252.31,0.0,-98.75,-146.25,14.17,-987.76,889.01,28,2
252.31,0.0,-98.75,-146.25,14.17,-987.76,889.01,56,2
252.31,0.0,-98.75,-146.25,14.17,-987.76,889.01,100,2
246.83,0.0,-125.08,-143.3,11.99,-1086.8,800.89,3,1
246.83,0.0,-125.08,-143.3,11.99,-1086.8,800.89,14,2
246.83,0.0,-125.08,-143.3,11.99,-1086.8,800.89,28,2
246.83,0.0,-125.08,-143.3,11.99,-1086.8,800.89,56,2
246.83,0.0,-125.08,-143.3,11.99,-1086.8,800.89,100,2
275.07,0.0,-121.35,-159.48,9.9,-1053.6,777.5,3,1
275.07,0.0,-121.35,-159.48,9.9,-1053.6,777.5,14,2
275.07,0.0,-121.35,-159.48,9.9,-1053.6,777.5,28,2
275.07,0.0,-121.35,-159.48,9.9,-1053.6,777.5,56,2
275.07,0.0,-121.35,-159.48,9.9,-1053.6,777.5,100,2
297.16,0.0,-117.54,-174.8,9.52,-1022.8,753.45,3,1
297.16,0.0,-117.54,-174.8,9.52,-1022.8,753.45,14,2
297.16,0.0,-117.54,-174.8,9.52,-1022.8,753.45,28,2
297.16,0.0,-117.54,-174.8,9.52,-1022.8,753.45,56,2
297.16,0.0,-117.54,-174.8,9.52,-1022.8,753.45,100,2
213.74,0.0,-174.74,-154.79,10.16,-1053.5,776.35,3,1
213.74,0.0,-174.74,-154.79,10.16,-1053.5,776.35,14,2
213.74,0.0,-174.74,-154.79,10.16,-1053.5,776.35,28,2
213.74,0.0,-174.74,-154.79,10.16,-1053.5,776.35,56,2
213.74,0.0,-174.74,-154.79,10.16,-1053.5,776.35,100,2
213.5,0.0,-174.24,-154.61,11.66,-1052.3,775.48,3,1
213.5,0.0,-174.24,-154.61,11.66,-1052.3,775.48,14,2
213.5,0.0,-174.24,-154.61,11.66,-1052.3,775.48,28,2
213.5,0.0,-174.24,-154.61,11.66,-1052.3,775.48,56,2
213.5,0.0,-174.24,-154.61,11.66,-1052.3,775.48,100,2
277.19,97.82,-24.46,-160.7,11.19,-1061.7,782.46,3,2
277.19,97.82,-24.46,-160.7,11.19,-1061.7,782.46,14,2
277.19,97.82,-24.46,-160.7,11.19,-1061.7,782.46,28,2
277.19,97.82,-24.46,-160.7,11.19,-1061.7,782.46,56,2
277.19,97.82,-24.46,-160.7,11.19,-1061.7,782.46,100,2
218.23,54.64,-123.78,-140.75,11.91,-1075.7,792.67,3,2
218.23,54.64,-123.78,-140.75,11.91,-1075.7,792.67,14,2
218.23,54.64,-123.78,-140.75,11.91,-1075.7,792.67,28,2
218.23,54.64,-123.78,-140.75,11.91,-1075.7,792.67,56,2
218.23,54.64,-123.78,-140.75,11.91,-1075.7,792.67,100,2
214.9,53.8,-121.89,-155.63,9.61,-1014.3,780.58,3,1
214.9,53.8,-121.89,-155.63,9.61,-1014.3,780.58,14,2
214.9,53.8,-121.89,-155.63,9.61,-1014.3,780.58,28,2
214.9,53.8,-121.89,-155.63,9.61,-1014.3,780.58,56,2
214.9,53.8,-121.89,-155.63,9.61,-1014.3,780.58,100,2
218.85,0.0,-124.13,-158.49,11.33,-1078.7,794.91,3,1
218.85,0.0,-124.13,-158.49,11.33,-1078.7,794.91,14,2
218.85,0.0,-124.13,-158.49,11.33,-1078.7,794.91,28,2
218.85,0.0,-124.13,-158.49,11.33,-1078.7,794.91,56,2
218.85,0.0,-124.13,-158.49,11.33,-1078.7,794.91,100,2
376.0,0.0,-0.0,-214.6,0.0,-1003.5,762.36,3,1
376.0,0.0,-0.0,-214.6,0.0,-1003.5,762.36,14,2
376.0,0.0,-0.0,-214.6,0.0,-1003.5,762.36,28,2
376.0,0.0,-0.0,-214.6,0.0,-1003.5,762.36,56,2
376.0,0.0,-0.0,-214.6,0.0,-1003.5,762.36,100,2
500.0,0.0,-0.0,-140.0,4.0,-966.0,853.0,28,2
475.0,0.0,-59.0,-142.0,1.9,-1098.0,641.0,28,2
315.0,137.0,-0.0,-145.0,5.9,-1130.0,745.0,28,2
505.0,0.0,-60.0,-195.0,0.0,-1030.0,630.0,28,2
451.0,0.0,-0.0,-165.0,11.25,-1030.0,745.0,28,2
516.0,0.0,-0.0,-162.0,8.2,-801.0,802.0,28,2
520.0,0.0,-0.0,-170.0,5.2,-855.0,855.0,28,2
528.0,0.0,-0.0,-185.0,6.86,-920.0,720.0,28,2
520.0,0.0,-0.0,-175.0,5.2,-870.0,805.0,28,2
385.0,0.0,-136.0,-158.0,20.0,-903.0,768.0,28,2
500.1,0.0,-0.0,-200.0,3.0,-1124.4,613.2,28,2
450.1,50.0,-0.0,-200.0,3.0,-1124.4,613.2,28,2
397.0,17.2,-158.0,-167.0,20.8,-967.0,633.0,28,2
